utterance_id	speaker_id	target_id	reply_to_id	utterance
89	P00102	P00002		Sr. Deputado João Amaral, obviamente que as questões de fundo são essas e, portanto, elas deverão ser resolvidas na tal lei sobre o estado de sítio e o estado de emergência. Porém, em minha opinião - que não é definitiva, não é decisiva, nem tão-pouco é a opinião do PSD sobre esta matéria, porque ela ainda não foi tomada -, quanto à lei de que falou e em relação à qual perguntou se eventualmente a Assembleia poderia alterar um ou outro direito tal como consta da mensagem do Presidente da República, a qual não só deve ser fundamentada mas deve conter todos os direitos cujo exercício é suspenso, a meu ver, se a Assembleia discordar de que alguns direitos devam ser suspensos, a Assembleia não tem outra alternativa senão decidir pela recusa da autorização. E face a essa recusa o Presidente tomará a sua posição. De outro modo teremos uma lei de autorização que dirá uma coisa e um decreto que dirá o mesmo que essa lei de autorização. Ora, a figura de autorização não é, de maneira nenhuma, o mesmo que um trâmite de um processo legislativo; ela não é um trâmite, é apenas um requisito para o exercício de um determinado poder por um outro órgão de soberania. Portanto, tenho muitas dúvidas de que a solução deva ser aquela que o Sr. Deputado enunciou, e por isso penso que a fórmula apresentada pelo Sr. Deputado Luís Beiroco é a que melhor corresponde neste momento. Aliás, repare, trata-se da mesma solução que consta do Regimento em vigor - aqui não inovamos -, que é efectivamente a mais prudente e a mais segura neste momento.
90	P00001	P00002		Para uma intervenção, tem a palavra Sr. Deputado Hernâni Moutinho.
91	P00109	P00002		Sr. Presidente, Srs. Deputados: Creio que a redacção da proposta da autoria do meu colega de bancada deputado Luís Beiroco será, de facto, aquela que mais está de acordo com a matéria aqui em discussão, e parece-me subjacente a esta redacção a ideia de não verter para o Regimento matéria que lá não deve ser vertida e que tem assento num outro local já amplamente referido pela Sr.ª Deputada Margarida Salema, ou seja, a lei. No fundo, o próprio artigo 177.º do Regimento, que debateremos a seguir, quando refere que a autorização toma a forma de lei, de certo modo significa que o que aqui se desencadeia não é um processo legislativo normal, porque, se o fosse, não haveria necessidade de dizer-se que a autorização toma a forma de lei. Quanto à circunstância de esta Assembleia poder ou não conceder autorização parcial ou totalmente, tenho a opinião de que não pode. O Sr. Presidente da República solicita autorização para a declaração do estado de sítio e, pura e simplesmente, a Assembleia da República ou a concede ou a nega. Creio, pois, que a redacção proposta pelo Sr. Deputado Luís Beiroco é, de facto, aquela que melhor se harmoniza com a matéria em jogo e não cria uma espécie de confusão, lançando no Regimento matéria que não deve ter assento no Regimento. Julgo que, em sede de comissão de redacção, talvez alguma coisa se possa fazer nesta matéria.
92	P00001	P00002		Para uma intervenção, tem a palavra o Sr. Deputado Luís Saias.
93	P00106	P00002		Sr. Presidente, Srs. Deputados: Penso que a solução que neste momento é mais prudente que a Assembleia tome é aquela que vem expressa na proposta do Sr. Deputado Luís Beiroco. Compreendo que a bancada do PCP quisesse ir um pouco mais além e quisesse regulamentar com mais profundidade este processo de autorização de declaração do estado de sítio ou do estado de emergência. No entanto, foram abundantemente aqui expostas algumas dúvidas que existem em boa parte dos Srs. Deputados, que levam a que, sob o ponto
94	P00001	P00002		Para uma intervenção, tem a palavra o Sr. Deputado João Amaral.
95	P00107	P00002		Sr. Presidente, Srs. Deputados: A nossa leitura ficou clara e suponho que também ficou claro para todos os Srs. Deputados que nada está fechado nesta matéria, e sublinho este ponto. Ou seja, ficou claro que é possível, em sede de lei, chegar a uma solução adequada e certa, e que, neste momento, a única coisa que fazemos é considerar que não temos condições para tirar a conclusão nos termos em que propúnhamos a proposta. Nesses termos, e por isso mesmo, retirámo-la.
96	P00001	P00002		Srs. Deputados, não havendo mais oradores inscritos para o artigo 175.º, e retirada a proposta apresentada pelo PCP, passamos ao artigo 176.º
97	P00008	P00001	96	Peço a palavra, Sr. Presidente.
98	P00001	P00002		Tem a palavra, Sr. Deputado.
99	P00008	P00002		Sr. Presidente, nós estávamos a discutir o artigo 176.º, sendo a proposta de aditamento que retirámos relativa ao n.º 2 desse mesmo artigo.
100	P00001	P00002		Exacto. Peço desculpa. Vai ser lido o artigo 177.º, vindo da Comissão. Foi lido. É o seguinte: ARTIGO 177.º A autorização toma a forma de lei, quando concedida pelo Plenário, e de resolução, quando concedida pela Comissão Permanente.
101	P00001	P00002		Está em discussão. Não havendo inscrições, considero encerrado o debate do artigo 177.º Vai ser lido o artigo 178.º, vindo da Comissão. Foi lido. É o seguinte: SECÇÃO II Ratificação da declaração do estado de sitio ou do estado de emergência ARTIGO 178.º (Convocação extraordinária) Sempre que a autorização para a declaração do estado de sítio ou do estado de emergência seja concedida pela Comissão Permanente, o Presidente da Assembleia da República convoca extraordinariamente a Assembleia para reunir no mais curto prazo possível para efeitos da sua ratificação.
102	P00001	P00002		Está em discussão. Não havendo inscrições, considero encerrado o debate do artigo 178.º Vão ser lidos o artigo 178.º-A, vindo da Comissão, e uma proposta de aditamento, apresentada pelo PCP, ao mesmo artigo. Foram lidos. São os seguintes: ARTIGO 178. º-A (Duração do debate) O debate não pode exceder 1 dia. Proposta de aditamento apresentada por deputados do PCP. , aplicando-se-lhe, com as necessárias adaptações, o disposto no artigo 175.º
103	P00001	P00002		Estão em discussão. Tem a palavra o Sr. Deputado Luís Saias.
104	P00106	P00002		É para deixar registado que o PS dá o seu acordo ao texto do artigo 178.º-A, com o aditamento proposto pelo PCP.
105	P00001	P00002		Não havendo mais inscrições, considero encerrado o debate do artigo 178.º-A. Vai ser lido o artigo 168.º-B, vindo da Comissão. Foi lido. É o seguinte: ARTIGO 178.º-B (Votação) A votação incide sobre a concessão da ratificação.
106	P00001	P00002		Está em discussão. Tem a palavra o Sr. Deputado Luís Saias.
107	P00106	P00002		É para dizer que damos o nosso acordo ao texto tal como vem formulado pela Comissão.
108	P00001	P00002		Não havendo mais inscrições, considero encerrado o debate do artigo 178.º-B. Vai ser lido o artigo 178.º-C, vindo da Comissão. Foi lido. É o seguinte: ARTIGO 178.º-C (Forma) 1 - A concessão da ratificação toma a forma de lei. 2 - A recusa da ratificação toma a forma de resolução.
109	P00001	P00002		Está em discussão. Não havendo oradores inscritos, considero encerrado o debate do artigo 178.º-C. Vai ser lida uma proposta de aditamento de um novo artigo - o artigo 178.º-C -, subscrita por deputados do PCP. Foi lida. É a seguinte: ARTIGO 178.º-C, (Renovação) No caso de o Presidente da República ter solicitado a renovação da autorização da Assembleia da República para a declaração do estado de sítio ou do estado de emergência aplicam-se, com as necessárias adaptações, as disposições constantes dos artigos anteriores.
110	P00001	P00002		Está em discussão. Tem a palavra o Sr. Deputado Jorge Lemos.
111	P00008	P00002		Sr. Presidente, uso da palavra apenas para dizer que a proposta de aditamento de um novo artigo visa clarificar um aspecto que estava omisso na proposta que vem da Comissão, aspecto que prevê, designadamente, um dos casos citados pelo Sr. Deputado Vilhena de Carvalho na intervenção que há pouco fez, ou seja, a questão da renovação do pedido.
112	P00107	P00008	111	Muito bem!
113	P00001	P00002		Continua em discussão. Não havendo mais oradores inscritos, considero encerrado o debate da proposta de um novo artigo 178.0-C,. Entretanto, vai ser lida uma proposta de aditamento de um artigo novo - o artigo 178.º-C2 -, apresentada por deputados do PCP. Foi lida. É a seguinte: ARTIGO I78.º-C2 (Apreciação da aplicação) 1 - O Presidente da Assembleia da República promove, nos termos constitucionais, a apreciação pelo Plenário da aplicação da declaração do estado de sítio ou do estado de emergência nos 5 dias subsequentes ao termo destes. 2 - Ao debate aplicam-se as regras previstas no artigo 175.º, com as pertinentes adequações.
114	P00001	P00002		Está em discussão. Tem a palavra o Sr. Deputado José Manuel Mendes.
115	P00105	P00002		Também aqui, Sr. Presidente e Srs. Deputados, a nossa proposta visa apenas dar cumprimento a uma previsão constitucional constante, da alínea b) do artigo 165.º Como se depreende da leitura que acaba de ser feita pelo Sr. Secretário, confere-se ao Presidente o direito de promover a convocação do Plenário, estabelecem-se algumas regras consideradas mínimas e vai--se ao detalhe, considerado bastante, no tocante às normas de debate.
116	P00001	P00002		Tem a palavra a Sr.ª Deputada Margarida Salema para um pedido de esclarecimento.
117	P00102	P00002		Sr. Deputado José Manuel Mendes, penso que esta proposta vem um pouco na sequência da discussão que ontem aqui se travou sobre a necessidade de se introduzir um debate acerca da aplicação da declaração do estado de sítio ou do estado de emergência. Estou a apreciar a proposta pela primeira vez, de forma que tenho algumas dúvidas quanto ao prazo que nela se estabelece. Quando se diz «nos 5 dias subsequentes ao termo destes», presumo que se pretenda dizer que, uma vez terminado o estado de sítio ou o estado de emergência, se promove um debate para efeito, enfim, de apreciação da aplicação. Gostaria de saber qual a razão desta fórmula: porquê após o termo, e o que sucede no caso da renovação?
118	P00001	P00002		Tem a palavra o Sr. Deputado Luís Saias, também para um pedido de esclarecimento.
119	P00106	P00002		Eu pretendia pedir ao Sr. Deputado que esclarecesse a razão dos 5 dias.
120	P00001	P00002		Tem a palavra o Sr. Deputado José Manuel Mendes para responder aos pedidos de esclarecimento.
121	P00105	P00002		Sr. Presidente, duas breves notas em relação às questões que me foram formuladas pela Sr.ª Deputada Margarida Salema e pelo Sr. Deputado Luís Saias. A figura de apreciação da aplicação resulta da própria nomenclatura constitucional. Propositadamente, mesmo não a considerando porventura a melhor, quisemos reproduzi-la. Está constante do artigo 165.º, alínea 6), e parece-nos que cobre aquilo que obviamente terá que decorrer, uma vez cessado o estado de sítio e o estado de emergência. Tem uma eficácia apenas a posteriori. A Constituição veda qualquer outro tipo de verificação.
122	P00001	P00002		Tem a palavra o Sr. Deputado Vilhena de Carvalho para uma intervenção.
123	P00034	P00002		Sr. Presidente, Srs. Deputados: Pretendia exprimir o meu acordo com a proposta do PCP na parte em que prevê a fiscalização, por parte da Assembleia da República, da aplicação que foi feita relativamente à declaração do estado de sítio e do estado de emergência. Relativamente ao prazo, creio que ele é demasiado curto, e eu digo porquê: porque a apreciação a ser feita pela Assembleia da República da aplicação deve ser precedida da apresentação, por parte do Governo, de um relatório suficientemente explícito e aprofundado de tudo o que aconteceu durante a declaração do estado de sítio e do estado de emergência. Daí esses 5 dias - nos quais está incluída, naturalmente, a convocação da Assembleia, etc. - serem insuficientes para a preparação cabal de um relatório desses...
124	P00008	P00002		Dá-me licença?
125	P00034	P00002		Faz favor Sr. Deputado.
126	P00008	P00002		Sr. Deputado Vilhena de Carvalho, creio que estamos de acordo quanto à generalidade da proposta, sendo a única questão a do prazo, sobre a qual já dissemos não estarmos fechados. Pensamos que tem de ser um prazo curto, mas temos em conta a objecção que V. Ex.ª está a colocar. Mas concordaria o Sr. Deputado, por exemplo, com o prazo de 15 dias?
127	P00034	P00002		15 dias, sim. Aliás, lembraria até que esse é o prazo previsto pelo projecto de lei que se encontra pendente nesta Assembleia. Portanto, relativamente à utilidade e ao cumprimento estrito da Constituição a propósito da fiscalização por parte da Assembleia, para mim esse prazo é absolutamente indiscutível. Contudo, quanto ao prazo tornado obrigatório para que a Assembleia proceda a esse acto de fiscalização é que eu acho demasiado curto, daí que me incline para os 15 dias.
128	P00001	P00002		Tem a palavra o Sr. Deputado Jorge Lemos para uma intervenção.
129	P00008	P00002		Gostaria apenas de dizer que fomos sensíveis à argumentação do Sr. Deputado Vilhena de Carvalho e, como tal, modificamos o inciso «5 dias» para «15 dias».
130	P00001	P00002		Então a Mesa alterará a sua proposta. Srs. Deputados, se não há mais intervenções damos por encerrada a discussão sobre o artigo 178.º-C2 e passamos ao 178.º-D. Tem a palavra o Sr. Deputado Jorge Lemos para interpelar a Mesa.
131	P00008	P00002		Sr. Presidente, no sentido de facilitar a discussão conjunta do capítulo relativo ao estado de sítio e ao estado de emergência não nos opusemos a que não fizéssemos votações, só que agora vamos entrar num outro capítulo, numa nova matéria, daí que nos parece a altura indicada para proceder-se às votações relativas ao estado de sítio e ao estado de emergência.
132	P00001	P00002		Tem a palavra o Sr. Deputado Luís Saias.
133	P00110	P00002		Sr. Presidente, atrevia-me a propor ao Sr. Deputado Jorge Lemos e à sua bancada a continuação do esquema que temos estado a seguir, até porque as matérias, ou pelo menos a sua formulação, são bastante aparentadas. Assim, seguiríamos este ritmo até ao fim do capítulo em que vamos entrar.
134	P00001	P00002		Tem a palavra o Sr. Deputado Lopes Cardoso.
135	P00030	P00002		Sr. Presidente, pretendia sugerir ao Partido Socialista - já que eu o não posso fazer - que, em vez de entrarmos agora num debate sobre se continuamos ou não continuamos, requeresse o adiamento destas votações para a próxima reunião, a fim de podermos agora continuar a discussão. Esta é a atitude que me parece mais simples de tomar neste momento, evitando assim uma discussão sobre o assunto. Eu não o faço porque não beneficiei desse direito, senão fá-lo-ia.
136	P00001	P00002		A bancada do PCP tem algo a dizer, visto que tinha requerido a votação?
137	P00008	P00002		Sr. Presidente, colocada a questão como o Sr. Deputado Lopes Cardoso a colocou, nós, logicamente, não poderemos ter objecções, uma vez que é um direito do Regimento, no entanto cabe ao Partido Socialista dizer se recorre a ele ou não. Se este partido o não fizer pensamos que deve seguir-se a votação do capítulo que estivemos a discutir.
138	P00001	P00002		Tem a palavra o Sr. Deputado Luís Saias.
139	P00106	P00002		Sr. Presidente, recordaria aqui que foi o PCP, com alguma magnitude - cumpre reconhecê-lo -, que sugeriu que se fossem discutindo estes artigos e se votasse no fim, e era esse mesmo procedimento que eu proporia agora. No entanto, se o PCP radicaliza a sua posição e não quer passar à frente sem se fazerem as votações, eu pediria ao Sr. Presidente - uma vez que há comissões reunidas - que se chamassem os deputados.
140	P00001	P00002		Tem a palavra o Sr. Deputado Jorge Lemos.
141	P00008	P00002		Tendo em conta que hoje parece ser o dia em que a maioria está mais colaborante também não há-de ser da nossa parte que questões processuais irão pôr em causa o bom andamento dos trabalhos. Assim, as nossas objecções a
142	P00001	P00002		Tem a palavra o Sr. Deputado Luís Saias.
143	P00103	P00002		Pretendia deixar registada a boa vontade do Sr. Deputado, ainda que não seja muito corrente, mas, enfim, há que registá-la.
144	P00001	P00002		Então, passemos ao artigo 178.º-D, que vai ser lido. Foi lido. É o seguinte: DIVISÃO IV Autorização para declarar a guerra e para fazer a paz ARTIGO 178.º-D (Reunião da Assembleia) 1 - Quando o Presidente da República solicitar autorização à Assembleia da República para declarar a guerra, em caso de agressão efectiva ou iminente, ou para fazer a paz, nos termos da alínea c) do artigo 138.º da Constituição, o Presidente da Assembleia da República promove a sua imediata apreciação pelo Plenário ou pela Comissão Permanente, no caso de a Assembleia não estar reunida nem ser possível a sua imediata convocação extraordinária. 2 - A inscrição na ordem dia da apreciação do pedido de autorização para a declaração da guerra ou para a feitura da paz, bem como a marcação da reunião do Plenário ou a convocação da Comissão Permanente, tem lugar independentemente de qualquer prazo ou outra formalidade prevista no Regimento.
145	P00001	P00002		Está, pois, em discussão o artigo 178.º-D. Tem a palavra o Sr. Deputado Jorge Lemos.
146	P00008	P00002		Sr. Presidente, é apenas para dizer que da nossa parte não há qualquer objecção à redacção proposta. Esta, aliás, decorre dos preceitos constitucionais pertinentes à matéria, pelo que os números propostos para votação não suscitarão da nossa parte qualquer objecção.
147	P00001	P00002		Tem a palavra, para uma intervenção, o Sr. Deputado Luís Saias.
148	P00106	P00002		O PCP também declara que irá votar favoravelmente o texto que acaba de ser lido.
149	P00106	P00002		Como calculam, queria dizer PS em vez de PCP.
150	P00001	P00002		Há mais intervenções, Srs. Deputados? Como não há, passamos agora ao artigo 17 8. º-E, que vai ser lido de seguida. Foi lido. É o seguinte: ARTIGO 178.º-E (Debate) 1 - O debate não pode exceder 1 dia e é iniciado e encerrado por intervenções do Primeiro-Ministro. 2 - A requerimento do Governo ou de um grupo ou agrupamento parlamentar, o debate pode ser encerrado logo que um deputado de cada partido tiver intervindo.
151	P00001	P00002		Para o artigo 178-E há uma proposta de alteração apresentada pelo o Grupo Parlamentar do Partido Comunista Português, que vai ser lida. Foi lida. É a seguinte: 1 - O debate não pode exceder um dia, e é iniciado e encerrado por intervenções do Primeiro-Ministro com a duração de l hora cada. 2 - No debate tem direito a intervir um deputado de cada grupo parlamentar ou agrupamento parlamentar, pelo o tempo de meia hora cada um. 3 - (É proposta a manutenção do n. º 2 do texto da Comissão). 4 - Ao debate na Comissão Permanente aplicam-se, com as devidas adaptações, as disposições constantes dos números anteriores.
152	P00001	P00002		Está em discussão, tem a palavra o Sr. Deputado Luís Beiroco.
153	P00111	P00002		Sr. Presidente, Srs. Deputados: Parece-me, salvo melhor consideração nesta matéria, visto só agora ter visto pela primeira vez a proposta do Partido Comunista, que num debate desta natureza não é muito curial que venha dizer-se que a intervenção do Primeiro-Ministro tem uma hora ou que as intervenções dos deputados têm meia hora. O debate pode ser extremamente curto se estivermos numa situação de grande emergência, pode ser mais longo se a situação não for de tão imediata emergência. Por isso, penso que o que realmente deve ficar definido é que o Primeiro-Ministro inicia e encerra o debate e que todos os partidos têm de intervir nele, se assim o entenderem. Não devemos procurar fazer mais regulamentações nesta questão, deixando uma certa plasticidade porque as situações podem ser muito diferenciadas entre si, embora sejam sempre, obviamente, situações de emergência.
154	P00001	P00002		Continua o debate Srs. Deputados. Para uma intervenção, tem a palavra o Sr. Deputado Jorge Lemos.
155	P00008	P00002		Sr. Presidente, é apenas para referir que a proposta do PCP resultou de uma troca de opiniões com a bancada do Partido
156	P00001	P00002		Para uma intervenção, tem a palavra o Sr. Deputado Luís Saias.
157	P00106	P00002		Sr. Presidente, Srs. Deputados: As palavras que o Sr. Deputado Luís Beiroco acabou de proferir revelam muito senso e muita prudência, mas ao mesmo tempo também revelam alguma ingenuidade. Aceitaria a fórmula que o Sr. Deputado Luís Beiroco sugere, se confiasse, a 100 %, em igual prudência da parte de todos os senhores deputados. Foi por isso que nos inclinámos a aceitar um limite máximo de tempo para uso da palavra, para evitar que mesmo numa grave emergência nacional alguns dos senhores deputados usassem excessivamente da palavra. Assim, penso que será sensato estabelecer um limite superior, mas se se entender que para o Primeiro-Ministro uma hora é pouco, poder-se-á pôr duas horas como limite máximo. O que é certo é que tem de haver um plafond que não pode ser ultrapassado. É evidente que se a emergência for realmente grave e as pessoas estiverem sensibilizadas para ela, usarão da palavra o menor tempo possível.
158	P00001	P00002		Para uma intervenção, tem a palavra o Sr. Deputado Luís Beiroco.
159	P00111	P00002		Sr. Presidente, Srs. Deputados, em especial Sr. Deputado Luís Saias: Devo dizer que por vezes e em situações de debate político normal, também não tenho uma excessiva confiança na prudência dos deputados. Mas estou convencido que em circunstâncias excepcionais, como são as pré-figuradas por um debate deste tipo, e sejam quais forem as circunstâncias, todos os grupos e agrupamentos parlamentares representados nesta Casa teriam em conta essas circunstâncias e acho que talvez revele um pouco de excesso de zelo da nossa parte pré-figurar com limites estritos um debate dessa natureza. Portanto, continuo a dizer que, embora evidentemente admita que há alguma percentagem de risco em não se pôr limites de tempo a um debate desta natureza, pela gravidade que ele tem, pela grande solenidade que necessariamente terá de ter, devemos ser extremamente prudentes na forma de o configurar no Regimento da Assembleia da República.
160	P00001	P00002		Srs. Deputados, continua o debate. Não há mais intervenções sobre esta matéria? Pausa. Tem a palavra o Sr. Deputado Luís Saias.
161	P00112	P00002		O Partido Socialista propõe que, com o acordo do proponente, no n.º 1, quando se diz «com a duração de 1 hora», se diga «com a duração máxima de 1 hora»; e, no n.º 2, quando se diz «pelo o tempo de meia hora», se diga «pelo tempo máximo de meia hora».
162	P00001	P00002		Serão introduzidas essas alterações, Sr. Deputado. Tem a palavra o Sr. Deputado Jorge Lemos.
163	P00008	P00002		Sr. Presidente, apenas para confirmar que estas alterações resultam de um acordo estabelecido com o Sr. Deputado Luís Saias.
164	P00001	P00002		Srs. Deputados, como não há mais pedidos de intervenção, considera-se encerrado o debate sobre o artigo 178-E. Passamos de imediato à discussão do artigo 178-F, que vai ser lido. Foi lido. É o seguinte: ARTIGO 178.º-F A votação incide sobre a concessão de autorização..
165	P00001	P00002		Para uma intervenção, tem a palavra o Sr. Deputado Luís Saias.
166	P00106	P00002		Penso, e o Sr. Deputado Luís Beiroco confirmará, que há aqui um pequeno erro dactilográfico. Onde se diz, «Concessão de autorização», deverá dizer-se, «da autorização».
167	P00001	P00002		Sendo assim emenda-se o «de», para «da», Sr. Deputado. Srs. Deputados continua o debate. Pausa. Como não há mais inscrições, considera-se o debate sobre o artigo 178. º-F encerrado. Vamos passar à discussão do artigo 178. º-F1, resultante de uma proposta de aditamento de um novo artigo apresentado pelo Grupo Parlamentar do PCP, que vai ser imediatamente lido. Foi lido. É o seguinte: ARTIGO 178.º-F1 (Convocação extraordinária) Sempre que a autorização para a declaração da guerra ou para a feitura da paz seja concedida pela Comissão Permanente, o Presidente da Assembleia da República convoca extraordinariamente a Assembleia para reunir no mais curto prazo possível para efeitos da sua ratificação.
168	P00001	P00002		Está em debate este artigo, Srs. Deputados. Pausa. Como não há pedidos de intervenção, considera-se encerrado o debate sobre o artigo 178.º-F1. Passamos ao artigo 178.º-F2, também resultante de uma proposta de aditamento de novo artigo, apresentada pelo Grupo Parlamentar do Partido Comunista Português, que vai ser lido de seguida.
169	P00001	P00002		Srs. Deputados, está aberta a discussão sobre o artigo 178.º-F2. Pausa. Como não há inscrições, considera-se encerrado o seu debate. Passamos agora ao artigo 178.º-G, que vai ser lido. Foi lido. É o seguinte: ARTIGO 178.º-G A autorização toma a forma de resolução.
170	P00001	P00002		Srs. Deputados, está aberto o debate sobre este artigo 178.º-G. Pausa. Como não há inscrições, está encerrado o debate deste artigo. Agora, vamos passar ao artigo 179.º Tem a palavra o Sr. Deputado Jorge Lemos.
171	P00008	P00002		Sr. Presidente, neste momento esgotámos os dois capítulos que se referiam a matérias conexas. Vamos entrar num capítulo completamente novo, pelo que creio que é o momento azado para se proceder às votações. Não faríamos da nossa parte qualquer objecção à inexistência de quórum - excepto para votar - e nem vale a pena pedir à Mesa a sua contagem. No entanto, era bom que se pedisse aos deputados que estão em comissões que viessem para o Plenário para procedermos às votações.
172	P00001	P00002		Assim se fará, Sr. Deputado. Tem a palavra o Sr. Deputado Ferraz de Abreu.
173	P00113	P00002		Nós pedimos z suspensão da sessão por 15 minutos para ver se conseguíamos prevenir os senhores deputados que estão em reuniões de comissões.
174	P00001	P00002		É regimental, Sr. Deputado, pelo que a sessão está suspensa. Eram 12 horas e 5 minutos.
175	P00001	P00002		Srs. Deputados, está reaberta a sessão. Eram 12 horas e 25 minutos.
176	P00001	P00002		Srs. Deputados, tomem, por favor, os vossos lugares e peço um pouco de silêncio, pois há um senhor deputado inscrito para usar da palavra. Tem a palavra o Sr. Deputado Ferraz de Abreu.
177	P00113	P00002		Sr. Presidente, em nome da nossa bancada pedíamos o adiamento da votação dos artigos em causa para o Plenário da próxima terça-feira.
178	P00001	P00002		Sr. Deputado, é um direito potestativo, mas pedia-lhe o favor de, seguidamente, fazer chegar à Mesa o respectivo requerimento.
179	P00113	P00002		Vai fazer-se chegar à Mesa o requerimento, Sr. Presidente.
180	P00001	P00002		Continuamos, portanto, a discussão dos artigos seguintes. Passamos, portanto, ao artigo 179.º; vão ser lidas as propostas de alteração. Foram lidas. São as seguintes: ARTIGO 179.º (Objecto) 1 - A Assembleia da República pode autorizar o Governo a fazer decretos-leis, nos termos do artigo 168.º da Constituição. 2 - A lei de autorização deve definir o objecto, o sentido, a extensão e a duração da autorização conferida ao Governo. 3 - (Mantém-se, segundo o texto do actual Regimento.)
181	P00001	P00002		Srs. Deputados, estão em discussão as propostas relativas ao artigo 179.º Tem a palavra o Sr. Deputado Silva Marques.
182	P00061	P00002		Sr. Presidente, não há pedidos de inscrição?
183	P00001	P00002		Até ao momento não, Sr. Deputado.
184	P00061	P00002		Então, pedimos também o adiamento da votação deste artigo. Entregaremos, oportunamente, o requerimento na Mesa.
185	P00001	P00002		Está deferido, Sr. Deputado. Peço é o favor de fazer chegar o requerimento à Mesa. Para interpelar a Mesa, tem a palavra o Sr. Deputado Jorge Lemos.
186	P00008	P00002		Sr. Presidente, não vamos, logicamente, questionar o direito do PSD de solicitar o adiamento, mas creio que o Sr. Presidente ainda não tinha anunciado que se ia votar. Da nossa parte estávamos ainda a considerar a hipótese de intervir sobre esta matéria.
187	P00001	P00002		Entender-se-á o requerimento como posterior à declaração de encerramento do debate, o que, de facto, não tinha sido feito nessa declaração. Para intervir sobre o artigo 179.º, tem a palavra o Sr. Deputado Jorge Lemos.
188	P00008	P00002		Sr. Presidente, vamos votar favoravelmente a proposta que vem da Comissão. Gostaríamos de reafirmar que este nosso sentido de votação deveria, designadamente, lembrar ao Go-
189	P00010	P00008	188	Muito bem!
190	P00001	P00002		Tem a palavra o Sr. Deputado Luís Saias.
191	P00106	P00002		Com a sua curta intervenção, o Sr. Deputado Jorge Lemos faz lembrar ao Governo mas, como o Governo não está cá, eu encarrego-me, se quiser, de lho transmitir.
192	P00001	P00002		Para uma intervenção, tem a palavra o Sr. Deputado Jorge Lemos.
193	P00008	P00002		Agradeço o oferecimento do Sr. Deputado Luís Saias. É pena que o Governo não esteja na Assembleia a assistir aos trabalhos como deveria estar, para que não precisasse de recados.
194	P00001	P00002		Para um pedido de esclarecimento, tem a palavra o Sr. Deputado Luís Saias.
195	P00106	P00002		Gostaria que o Sr. Deputado citasse a disposição legal que obriga o Governo a estar presente aos trabalhos da Assembleia.
196	P00001	P00002		Para responder ao pedido de esclarecimento do Sr. Deputado Luís Saias, tem a palavra o Sr. Deputado Jorge Lemos.
197	P00008	P00002		Devolvo-lhe a pergunta, Sr. Deputado Luís Saias: queria que me citasse a disposição legal ou constitucional que dispensa o Governo de participar nos trabalhos da Assembleia.
198	P00010	P00008	197	Muito bem!
199	P00001	P00002		Bom, Srs. Deputados, continua em discussão o artigo 179.º Para uma intervenção, tem a palavra o Sr. Deputado Jorge Lemos.
200	P00008	P00002		Sr. Presidente, é apenas para que fique registado que tendo o Governo, no seu elenco um ministro e um secretário de Estado para as relações com o Parlamento, seria de esperar que estivessem presentes quando há debates com a importância que este tem, em que se tratam questões que, inclusivamente, têm que ver com as relações entre a Assembleia e o Governo.
201	P00001	P00002		Para uma intervenção, tem a palavra o Sr. Deputado Luis Saias.
202	P00106	P00002		Sr. Presidente, era para lembrar ao Sr. Deputado do PCP que, tendo o PCP - penso - 40 deputados, seria de esperar que, pelo menos, uns 20 estivessem presentes e só vejo 4 ou 5.
203	P00001	P00002		Srs. Deputados, suponho que não há mais pedidos de palavra para a discussão do artigo 179.º Tem a palavra o Sr. Deputado Silva Marques.
204	P00061	P00002		Estando encerrada a discussão, Sr. Presidente, requeremos o adiamento; entregarei o requerimento oportunamente.
205	P00001	P00002		Exactamente. Portanto, está encerrada a discussão deste artigo e há um requerimento do PSD - o qual peço ao Sr. Deputado Silva Marques o favor de o fazer chegar à Mesa - que solicita o adiamento da votação para a próxima sessão de terça-feira. Está, portanto, deferido, visto ser um direito potestativo. Passamos ao artigo seguinte, que é o artigo 180.º Vão ser lidas as propostas de alteração.
206	P00114	P00002		Em relação ao artigo 180.º há uma proposta de substituição da actual alínea c) do Regimento, subscrita pelos Srs. Deputados Silva Marques e Luís Saias, respectivamente do PSD e do PS, que é do seguinte teor: «A votação na especialidade pode ter lugar em Comissão se o Plenário assim o decidir.»
207	P00001	P00002		Está em discussão, Srs. Deputados. Tem a palavra o Sr. Deputado Jorge Lemos.
208	P00008	P00002		Sr. Presidente, antes de me pronunciar sobre o conteúdo da norma proposta, penso, uma vez que ela não foi presente à Comissão que estudou as propostas originárias, que seria de solicitar aos proponentes algumas explicações.
209	P00001	P00002		Para responder ao Sr. Deputado Jorge Lemos, tem a palavra o Sr. Deputado Silva Marques.
210	P00061	P00002		Sr. Deputado, a intenção subjacente à redacção desta proposta é a de tornar este mecanismo mais maleável e não criar uma situação rígida quanto à sede de votação na especialidade.
211	P00001	P00002		Para um pedido de esclarecimento, tem a palavra o Sr. Deputado João Amaral.
