utterance_id	speaker_id	target_id	utterance_text
60	P00524	P00215	Por outro lado, gostava também de referir a V. Ex.ª que o Partido Socialista não fechou a Comissão de Inquérito a mais audições. O que o Partido Socialista diz é que há factos apurados que justificam a apresentação de um projecto de relatório e que, na discussão desse projecto de relatório, se podem determinar, a seguir, mais audições. Isso é que foi dito. Vou recordar-lhe os factos que já estão apurados e de que V. Ex.ª, por não estar presente, provavelmente, não tem conhecimento. Sr. Deputado, o primeiro facto apurado é o de que esta Comissão de Inquérito não põe em causa as conclusões do relatório da Comissão Técnica de Inquérito, que, como sabe, é uma comissão independente presidida pelo Sr. Presidente do LNEC – não o põe em causa! Em segundo lugar, Sr. Deputado, esta Comissão de Inquérito já pode provar que nenhuma entidade alguma vez levantou a questão de estar em causa o perigo de a ponte poder cair.
61	P00216	P00524	Está a tirar uma conclusão antes das conclusões!
62	P00524	P00215	É uma conclusão importante que esta Comissão de Inquérito pode tirar, nomeadamente através do depoimento do Sr. Presidente da Câmara Municipal de Castelo de Paiva. Gostava também de dizer ao Sr. Deputado que esta Comissão de Inquérito já pode provar como facto que, em 1986, se realizou uma inspecção subaquática, da qual foi feito um relatório e ao qual ninguém ligou nenhuma. É também um facto que podemos apurar nesta Comissão de Inquérito. Podemos também apurar como facto, nesta Comissão de Inquérito, que, do relatório de 1986, o poder político de então não tirou qualquer conclusão, não tomou qualquer medida! Acho muito curioso, Srs. Deputados, que não haja uma única proposta para se ouvir um responsável político que seja da altura sobre esta matéria. Também gostava de dizer ao Sr. Deputado, como quin-
63	P00001	P00524	Sr. Deputado, terminou o tempo de que dispunha. Agradeço que termine.
64	P00524	P00215	Como sabe, Sr. Deputado, temos oportunidade de fazer o relatório e temos oportunidade de, de seguida, decidir quem vamos ou não ouvir.
65	P00212	P00524	Esteve a defender o indefensável!
66	P00001	P00002	Para responder, tem a palavra o Sr. Deputado Basílio Horta.
67	P00215	P00524	Sr. Presidente, a intervenção do Sr. Deputado Miguel Coelho confirma tudo o que foi dito! Mas quero dizer-lhe – e não me leve a mal por dizer isto! – que é lamentável! Não digo por si, porque tenho respeito e consideração por si, mas é lamentável pelo conteúdo das coisas. O Sr. Deputado veio aqui dizer como é que o Partido Socialista vê o funcionamento de uma comissão de inquérito. Veio aqui tirar conclusões antes de a conclusão estar feita!
68	P00216	P00215	Exactamente!
69	P00215	P00524	Veio aqui dizer o que é o relatório sem o mesmo estar escrito! Isto é espantoso, realmente!
70	P00523	P00215	Mas não é de hoje!
71	P00215	P00524	Sr. Deputado, o seu partido pediu documentos que ainda não foram dados, pediu esclarecimentos que ainda não foram fornecidos! O seu próprio partido, Sr. Deputado, não está ainda completamente esclarecido. Está, isso sim, na pressa de não ouvir mais ninguém! Quando o Sr. Deputado diz «faça-se primeiro um relatório preliminar e depois estamos abertos a ouvir os ministros», isto é algo espantoso! Então, porque é que não os ouve antes?! É que fazer primeiro o relatório e só depois ouvir as pessoas que devem ser ouvidas é algo que, verdadeiramente, já entra não no domínio político mas no domínio da tautologia complexa. Talvez os ilustres sociólogos possam interpretar…! Terceiro aspecto que, creio, é «lamentável» – não para si, pessoalmente – é quando o Sr. Deputado diz que antes também houve ministros que deram autorização para perfurar até 18 metros. Sr. Deputado, nós não estamos aqui nem para atacar ninguém nem para proteger ninguém mas para apurar a verdade. É esse o nosso objectivo! Se V. Ex.ª tem dúvidas, chame esses ministros à Comissão! Chame-os, que nós votamos a favor.
72	P00216	P00215	Exactamente!
73	P00215	P00524	Chame-os! Nós discutimos com eles! Nós temos de dar — este é um aspecto importante —, para nós próprios e para os outros, uma imagem de respeitabilidade e de dignidade, que passa pelo apuramento sério da verdade! Se V. Ex.ª tem dúvidas, chame as pessoas! E se elas devem constar do relatório, constam do relatório!
74	P00509	P00215	Muito bem!
75	P00215	P00524	Finalmente, Sr. Deputado, quero dizerlhe que o meu partido esteve sempre nas reuniões da Comissão. Aliás, o Sr. Relator, muitas vezes, não ia às reuniões, como o Sr. Deputado António Pinho e eu próprio. Mas há as actas, há tudo! Estamos perfeitamente dentro da situação. Aliás, a metodologia da própria Comissão foi aprovada sob proposta minha. Ingenuidade das ingenuidades, convencido eu que ia ser respeitada! Sr. Deputado, se me permite um conselho de amigo, mude o seu registo sobre o entendimento das comissões. Mude-o, a bem do entendimento da democracia, do prestígio das instituições e, fundamentalmente, da «saúde» do partido e da bancada onde se senta.
76	P00509	P00215	Muito bem!
77	P00001	P00002	Para pedir esclarecimentos, tem a palavra a Sr.ª Deputada Isabel Castro.
78	P00250	P00215	Sr. Presidente, Sr. Deputado Basílio Horta, penso que tem toda a pertinência política a questão que foi colocada. Do ponto de vista de Os Verdes, tem toda a pertinência política desde logo porque, para nós, a gravidade do que aconteceu em Entre-os-Rios e a necessidade do apuramento político das causas que estiveram na origem desta tragédia não são um exercício de forma mas, sim, um dever da Assembleia da República para com as vítimas do que ali aconteceu e, sobretudo, um diagnóstico que é importante
79	P00001	P00250	Sr.ª Deputada, terminou o tempo de que dispunha.
80	P00250	P00215	… mas é, seguramente, um inquérito que abandonaremos se continuar a ser uma farsa, porque em farsas nós não entraremos! E elas, seguramente, não afectam só um ou outro partido, afectam todo o Parlamento!
81	P00001	P00002	Para responder, tem a palavra o Sr. Deputado Basílio Horta.
82	P00215	P00250	Sr. Presidente, Sr.ª Deputada Isabel Castro, agradeço a questão que colocou e acrescento que não posso estar mais de acordo com o que acabou de dizer. Quero apenas adiantar um ponto àquilo que acabou de referir: não sei se se recorda mas, entre os aspectos que justificariam, eventualmente, a tragédia, havia três: mau tempo, barragem e extracção de areias. No que toca à extracção de areias, a questão que se colocou, e isto é importante, foi esta: a certa altura, a competência de autorizar a extracção de inertes passa do Ministério do Ambiente para o Instituto de Navegabilidade do Douro através de um encontro entre dois directoresgerais, ou equiparados, sem sequer termos conhecimento se o Governo tinha conhecimento dessa transferência de competências! Pois, era normal, natural e essencial que se perguntasse aos ministros do Ambiente e do Equipamento Social da altura como é que isso se passou. Ainda mais agravado, quando a Sr.ª Subdirectora da Direcção Regional do Ambiente e Ordenamento do Território do Norte veio dizer que não sabia de nada – nem sabia quem é que, actualmente, autoriza nem qual é o regime actual de extracção de inertes. Era normal perguntar isso também ao actual Ministro. V. Ex.ª focou um ponto muito importante e que, seguramente, terá de ser esclarecido para que haja, minimamente, um relatório digno desse nome.
83	P00001	P00002	Para pedir esclarecimentos, tem a palavra o Sr. Deputado António Nazaré Pereira.
84	P00233	P00215	Sr. Presidente, Sr. Deputado Basílio Horta, não quero deixar de o felicitar pela iniciativa que tomou, de trazer a este Plenário a questão que, ainda há pouco, foi debatida na Comissão de Inquérito. De facto, como, na altura, tive oportunidade de dizer em nome do PSD, «caiu a máscara ao Partido Socialista».
85	P00212	P00233	Muito bem!
86	P00233	P00215	Verifica-se, de facto, Sr. Deputado, que a Comissão de Inquérito que o Partido Socialista tinha proposto a esta Câmara visava não verificar o que aconteceu, não encontrar as razões e evitar futuros acontecimentos, mas apenas legitimar as conclusões enviesadas que o Partido Socialista pretende que a Comissão venha a ter. O Partido Socialista não revela qualquer preocupação em saber a verdade; o Partido Socialista nem sequer revela qualquer preocupação em cumprir o mandato que a Comissão recebeu deste Plenário. Lembro — e o Sr. Deputado certamente também se recorda disso — que o mandato da Comissão visava também apurar a responsabilidade política e essa responsabilidade política não pode ser atribuída sem, pelo menos, dar a ocasião para que os directamente visados exponham as suas opiniões na Comissão. Aliás, não quero deixar de aqui afirmar que o Partido Socialista, com a posição que tomou, está a passar um libelo acusatório aos dirigentes governamentais do Partido Socialista, pois não está a dar oportunidade ao Sr. Eng.º João Cravinho, ao Sr. Ministro José Sócrates e à Sr.ª Ministra Elisa Ferreira de se defenderem na Comissão. Acusações que foram feitas por diferentes técnicos, a capacidade de governação que foi contestada, com uma total indefinição de competências entre diferentes organismos do Estado sob a tutela política destas personalidades, tudo isto é suficientemente grave para que fique em toda a opinião pública a dúvida sobre se estes responsáveis políticos tiveram, ou não, ocasião de impedir que o incidente se viesse a verificar. E esta situação é tão grave que só por completo autismo político o Partido Socialista pode tomar tal posição. Aliás, a qualidade da observação que estou a fazer é evidenciada pela representação que o Partido Socialista aqui tem, neste momento, na bancada. Deixou o Sr. Deputado coordenador dos Deputados do PS na Comissão de Inquérito sozinho a falar, sem sequer lhe dar apoio, visto que a divisão entre os seus membros é clara e evidente,
87	P00352	P00233	Muito bem!
88	P00233	P00215	No tempo que me resta, quero perguntar-lhe, Sr. Deputado Basílio Horta, se da parte do Sr. Deputado não há também a constatação de que o Sr. Eng.º João Cravinho, o Sr. Eng.º José Sócrates e a Sr.ª Prof. Elisa Ferreira, entre outros, estão a ser expostos perante a opinião pública, sem terem qualquer oportunidade de defesa.
89	P00001	P00002	Para responder, tem a palavra o Sr. Deputado Basílio Horta.
90	P00215	P00233	Sr. Presidente, Sr. Deputado António Nazaré Pereira, concordo com a sua intervenção e deixarei apenas três notas. Em relação à responsabilidade política, recordo que um membro do Partido Socialista disse hoje, na Comissão, esta coisa espantosa: a responsabilidade política está apurada — quando o Ministro Jorge Coelho pediu a demissão, a responsabilidade política morreu com ele.
91	P00279	P00215	Não foi nada disso!
92	P00215	P00233	Isto é realmente espantoso! Seguramente, só por precipitação, essa afirmação pôde ser feita. É que essa responsabilidade política, que é saudável ser apurada, não se esgota no ex-Ministro Jorge Coelho. Daí eu concordar com a sua afirmação de que os próprios ministros visados, o Sr. Eng.º João Cravinho, o Sr. Eng.º José Sócrates e a Sr.ª Eng.º Elisa Ferreira — e outros, que, eventualmente, «venham à baila» —,têm todo o interesse em explicar-se. Aliás, estou certo de que o Sr. Eng.º João Cravinho, aqui presente neste Plenário, agora já como Deputado, será o primeiro a querer disponibilizar-se e prestar declarações, porque, seguramente, se bem conheço a sua fibra, não fugirá aos esclarecimentos que os seus colegas da Comissão de Inquérito lhe pedem. Estou perfeitamente convencido disso, tanto mais que o Sr. Deputado João Cravinho foi eleito pelo círculo eleitoral de Aveiro.
93	P00001	P00002	Para pedir esclarecimentos, tem a palavra o Sr. Deputado Luís Fazenda.
94	P00264	P00215	Sr. Presidente, quero deixar, desde já, muito claro, como, aliás, já o fizemos na Comissão de Inquérito, que o Bloco de Esquerda também não vai participar num «relatório-fraude». É, de facto, espantoso que o Partido Socialista tenha dito, não apenas através de votações na Comissão de Inquérito mas também em declarações, que a responsabilidade política já foi apurada, que, quando o Sr. Deputado Jorge Coelho, ao tempo ministro, se demitiu do Governo, cessou aí completamente a responsabilidade política! Isso leva-me a concluir, Sr. Deputado Basílio Horta, que o Partido Socialista, ao propor a constituição desta Comissão de Inquérito — não esqueçamos que a constituição desta Comissão de Inquérito foi proposta pelo Partido Socialista —,fê-lo com reserva mental e de má fé,…
95	P00352	P00264	Muito bem!
96	P00264	P00215	… porque, antecipadamente, tinha a ideia de que não haveria que concluir sobre quaisquer outras responsabilidades políticas. Assistimos, então, a este fenómeno insólito: é que se a «culpa não morreu solteira», pelo menos — e o Partido Socialista inventou esta nova modalidade —,«morreu viúva». É isto que temos perante os nossos olhos. E, Sr. Deputado Basílio Horta, há que esclarecer o seguinte: desde o início dos trabalhos da Comissão, tinha havido um consenso em relação à audição dos responsáveis políticos. Não se entende, pois, por que razão o Partido Socialista não quer ouvir os responsáveis políticos. Ninguém entenderá, nem neste Parlamento (para além dos representantes do Partido Socialista), nem no País, por que é que se fez um inquérito às causas deste trágico acidente de 4 de Março e nenhum responsável político foi ouvido, fosse de que governo fosse. Gostaria ainda de acrescentar que não se trata aqui de saber se o partido A ou o partido B teve mais culpas, de saber quem «teve mais culpas no cartório», se o governo A ou o governo B; trata-se de saber porquê o Estado foi incompetente, irresponsável e negligente. Ora, isso é uma competência da República, competência essa que, a ser exercida, prestigiaria e daria força a este Parlamento. Aquilo que acabou de acontecer na Comissão de Inquérito, com a «morte súbita» do inquérito, foi uma diminuição do Parlamento no contexto dos órgãos de soberania portugueses.
97	P00001	P00002	Para responder, tem a palavra o Sr. Deputado Basílio Horta.
98	P00215	P00264	Sr. Presidente, mais uma vez, quero concordar com o que foi dito — desta vez, pelo Sr. Deputado Luís Fazenda. Realmente, Sr. Deputado, a expressão «morte súbita» do inquérito é muito feliz, porque, se for avante, traduz a realidade do que está a acontecer. Quero só lembrar, como o Sr. Deputado Luís Fazenda agora fez, que esta atitude do Partido Socialista constitui um recuo, cuja explicação não é clara, relativamente a uma sua anterior posição. É que, inicialmente, na segunda reunião da Comissão de Inquérito, quando se elaborou a metodologia — aliás, por proposta do CDS-PP, que subscrevi —,foram aprovados o questionário e as entidades a ouvir.
99	P00524	P00215	Não é verdade!
100	P00215	P00264	O Sr. Deputado Manuel dos Santos, inicialmente, não concordou com isso, mas, posteriormente,
101	P00509	P00215	Muito bem!
102	P00138	P00001	Sr. Presidente, peço a palavra.
103	P00001	P00138	Para que efeito, Sr. Secretário de Estado?
104	P00138	P00001	Sr. Presidente, fui interpelado directamente pelo Sr. Deputado Basílio Horta e aqueles que não conheçam o Regimento não saberão…
105	P00001	P00138	Mas pede a palavra para que efeito, Sr. Secretário de Estado?
106	P00138	P00001	Pedi a palavra, a título excepcional, Sr. Presidente, para corresponder à interrogação colocada pelo Sr. Deputado Basílio Horta.
107	P00001	P00138	Para «corresponder» não é nada, Sr. Secretário de Estado. Vou dar-lhe a palavra, por 2 minutos, para prestar um esclarecimento, tenho esse direito. Tem a palavra, Sr. Secretário de Estado dos Assuntos Parlamentares.
108	P00138	P00215	Muito obrigado, Sr. Presidente, é tempo bastante. Sr. Presidente, assisti a este debate e serei, portanto, testemunha junto dos meus colegas da bancada do Governo das ocorrências na Assembleia da República, mas a interpelação do Sr. Deputado Basílio Horta vai mais longe e mais fundo. Sr. Deputado Basílio Horta, digo-lhe francamente (e V. Ex.ª será testemunha disto) o seguinte: o Governo está completamente à disposição da Câmara, forneceu todos os documentos possíveis e imagináveis… Srs. Deputados, não adoptem, nesta matéria, qualquer atitude que ceda ao fácil. É tão fácil, Srs. Deputados, tentar estabelecer contrastes desprimorosos numa matéria que é de interesse nacional! Mas é que esse contraste só existe em más imaginações. E julgo que está completamente ao alcance da Câmara usar todos os instrumentos sem fazer guerras de forças, em termos que ultrapassam a demagogia razoável, quando estão a discutir questões em relação às quais, como sabem, o Partido Socialista não tem maioria. O Partido Socialista tem 115 Deputados — nem mais um, nem menos um —,pelo que não dispõe, nesta Legislatura, de condições para impor, à força, qualquer relatório, nem seguramente o podia querer — do que foi dito na Câmara, não resultou nada disto. O Partido Socialista está ciente da sua força. E quem votou este inquérito? Quem teve a iniciativa, no primeiro momento, de realizar este inquérito, com todo o apoio do Governo? O Partido Socialista.
109	P00167	P00138	Já se percebeu para quê! Para deturpar as conclusões!
110	P00138	P00002	Não há, nesta matéria, Srs. Deputados, qualquer hipótese de cumprir senão milimetricamente as regras do jogo democrático. Mas, Srs. Deputados, por favor, não usemos de demagogia numa questão de relevante interesse nacional. Por favor, Srs. Deputados, estabeleçam a plataforma de investigação que entendam ser democraticamente adequada e o Governo comparecerá…
111	P00001	P00138	Já gastou os 2 minutos, Sr. Secretário de Estado.
112	P00138	P00002	… para entregar documentos, para fornecer explicações, segundo um calendário adequado e sem qualquer expediente que deturpe a natureza de um inquérito de interesse nacional.
113	P00215	P00001	Peço a palavra, Sr. Presidente.
114	P00001	P00215	Para que efeito, Sr. Deputado?
115	P00215	P00001	Se me permite, Sr. Presidente, para prestar um esclarecimento ao Sr. Secretá-
116	P00001	P00215	Claro que tenho de permitir-lhe, é a igualdade de direitos. Tem a palavra, Sr. Deputado.
117	P00215	P00138	Sr. Presidente, Sr. Secretário de Estado dos Assuntos Parlamentares, muito rapidamente, exactamente para não haver demagogia nestas matérias que são sérias e sensíveis, se o Governo está interessado em prestar esclarecimentos, o Governo que se ofereça à Comissão para esse efeito. Aí, a Comissão não terá, seguramente, julgo, o arrojo de excluir o Governo da audição a que voluntariamente se queira submeter. Em relação ao relatório, quero dizer-lhe que, se o Governo não se oferecer para prestar esclarecimentos, espontaneamente ou a pedido da Comissão, V. Ex.ª não terá qualquer relatório; terá um papel, que não é relatório algum, é o opróbrio do Governo.
118	P00138	P00215	Não se pode aprovar! Não há maioria!
119	P00001	P00002	Para uma declaração política, tem a palavra o Sr. Deputado Fernando Seara.
120	P00525	P00002	Sr. Presidente, Sr.as e Srs. Deputados: Não partiria para férias de bem com a minha consciência se não aproveitasse esta oportunidade para dizer o que penso deste Governo e, em particular, deste Primeiro-Ministro. A afirmação que aqui, na sua essência, reproduzo foi proferida nesta Câmara pelo nosso ilustre Presidente, Dr. Almeida Santos. Com todo o respeito, não imaginava V. Ex.ª que a sua afirmação fosse tão oportuna neste momento e no quadro da situação política em que nos encontramos.
121	P00212	P00525	Muito bem!
122	P00525	P00002	É que nos deparamos com uma situação de impasse que não augura nada de bom para os portugueses. É uma situação que evidencia, acima de tudo, uma falta de liderança e um vazio estratégico.
123	P00212	P00525	Muito bem!
124	P00525	P00002	Este vazio ficou, aliás, bem patente na última remodelação do Governo. Foi uma remodelação atabalhoada — «mal amanhada», na linguagem do ilustre Dr. Mário Soares —, humilhante para alguns dos ministros remodelados e atentatória da dignidade institucional deste Parlamento.
125	P00212	P00525	Muito bem!
126	P00525	P00002	Se dúvidas existissem acerca da forma desprestigiante como foi alterado o Governo, essas mesmas dúvidas dissiparam-se quando escutámos o Primeiro-Ministro, no prime time televisivo — só a ele concedido —,…
127	P00121	P00525	É verdade!
128	P00525	P00002	… justificar o injustificável e procurar legitimar comportamentos em que a ética republicana e a ética da responsabilidade foram, liminarmente, afastadas.
129	P00352	P00525	Muito bem!
130	P00525	P00002	Um Primeiro-Ministro que falta à verdade — ou, se quiserem, que «não diga a verdade» — não merece o respeito dos portugueses.
131	P00352	P00525	Muito bem!
132	P00525	P00002	Um Primeiro-Ministro e um Governo que não são solidários entre si nunca poderão ser solidários com os portugueses e com Portugal.
133	P00352	P00525	Muito bem!
134	P00525	P00002	Sr. Presidente, Srs. Deputados: Este Governo é, pois, um Governo do «faz de conta». Faz de conta que decide e não decide. Faz de conta que quer resolver os problemas dos portugueses e de Portugal e apenas pretende adiá-los, procurando, com isso, prolongar no tempo a sua sobrevivência política. Que, no fundo, é, tão-só, a ocupação do poder e não o efectivo, responsável e exigente exercício do poder. Daí as interrogações serem, de tão repetidas, cada vez mais perguntas sem respostas. Vão ou não ser cumpridas as tão proclamadas 50 medidas de redução da despesa pública, anunciadas a todos nós pelo ex-ministro das finanças e actual Deputado Joaquim Pina Moura? Vai ou não haver coragem para alterar a tributação das mais-valias ou a declaração de intenções do Ministro Jaime Gama foi, tão-só, mais uma «gaffe diplomática»?
135	P00212	P00525	É provável!
136	P00525	P00002	Vai ou não o Governo avançar com a tão anunciada reforma do património?
137	P00526	P00525	Não!
138	P00525	P00002	Ou vamos assistir, uma vez mais, a um projecto de reforma que, tal como outros, está destinado a ficar numa gaveta de um qualquer gabinete do superocupado Palácio de São Bento? É que, Sr.as e Srs. Deputados, a política exige coragem, verdadeira coragem, para tomar decisões. E este Governo, na sequência de mais uma recauchutagem, continua a não inspirar credibilidade. Nem mesmo alguns dos mais destacados militantes socialistas acreditam na capacidade deste Governo e chegam mesmo a desejar, de boca bem aberta, como vimos hoje, eleições antecipadas. Num dia, em plena discussão sobre o estado da Nação, o Primeiro-Ministro brinda-nos aqui com um discurso pretensamente à esquerda. No outro, concretiza, aos solu-
139	P00212	P00525	Muito bem!
140	P00525	P00002	Como vai Portugal vencer o atraso em que se encontra em relação aos seus parceiros da União Europeia? Que soluções tem este Governo para nos retirar a todos nós da cauda do desenvolvimento na Europa? Quais são, afinal, e em definitivo, os grandes projectos que este Governo irá, de verdade, concretizar? E como os vai pagar, ou, se quiserem, como os vai financiar? A resposta a estas perguntas, Sr.as e Srs. Deputados, é, permitam-me, «zero». Zero de ideias e múltiplos de indecisão.
141	P00352	P00525	Muito bem!
142	P00525	P00002	O problema é que tanta indefinição tem custado muitos milhões de contos e suscita-nos, desde há muito tempo, a urgência de uma completa e independente auditoria às contas públicas. É que, tal como acaba de descobrir o novo governo italiano, há contas e contas. E o anterior governo italiano, por sinal também socialista, enganou-se, e muito, no défice orçamental que pública e sistematicamente apresentava. Importa retirar daqui a lição e não continuar a menosprezar a proposta apresentada, já em Novembro do ano passado (relembro), pelo Partido Social Democrata.
143	P00212	P00525	Muito bem!
144	P00525	P00002	Sr. Presidente, Sr.as e Srs. Deputados: Navegando à vista, este Governo já não nos dá qualquer esperança. É, antes, uma tormenta e é já evidente, para a maioria das e dos portugueses que a alternância é tão necessária quanto urgente. É que as e os portugueses já perceberam que não é com este Governo que o País progride, que Portugal volta a ganhar confiança e auto-estima. Com este Governo, Portugal já perdeu alguns anos, anos de promessas por realizar, de paixões por cumprir, de expectativas frustradas, de anseios não realizados. O que houve, sim, foram muitas palavras. Só que estas também estão gastas. O que se exige agora é acção, o que se impõe agora é um novo dinamismo, um novo caminho, um novo projecto, uma nova rota, uma nova equipa, uma nova liderança.
145	P00212	P00525	Muito bem!
146	P00525	P00002	A mudança é, assim, Sr.as e Srs. Deputados, inadiável. É mesmo inevitável. É que as «rugas» deste Governo já não se disfarçam com «plásticas» de remodelações. O País exige verdade e exige mudança. E todos os órgãos do Estado e, por excelência, o Sr. Presidente da República sabem que não há nenhum problema político que, na actual democracia representativa, não possa ser resolvido. Nós, no PSD, sempre nos assumimos como a alternativa segura e credível. Nós, no PSD, queremos dizer, uma vez mais, aos portugueses que queremos ser protagonistas da mudança. Queremos mesmo pilotar a mudança.
147	P00212	P00525	Muito bem!
148	P00525	P00002	Uma mudança com projecto e com estratégia, com convicção e com acção, com vontade e com ordem, com força e com mobilização colectiva. Permita-me, Sr. Presidente, que, em nome da bancada do PSD, deseje a todos, Sr.as e Srs. Deputados, umas boas férias, incluindo, obviamente, a este Governo. O Sr. Guilherme Silva (PSD). — Esse está sempre de férias!
149	P00525	P00002	Sendo certo que, para sermos tão rigorosos quanto sinceros, de férias tem ele estado sempre! Já está de férias há muito tempo! Boas férias a todas e a todos.
150	P00001	P00002	Para pedir esclarecimentos, tem a palavra o Sr. Deputado José Barros Moura.
151	P00527	P00525	Sr. Presidente, Sr. Deputado Fernando Seara, com o mesmo espírito e com as mesmas boas maneiras, aproveito para lhe desejar, e à bancada que aqui representou, boas férias. De facto, estão a precisar de algum descanso, estão a precisar de, nas férias, acertarem o discurso de forma a conseguirem torná-lo um pouco mais inteligível e, se me permite, um pouco mais eficaz. V. Ex.ª veio, aqui, em jeito de analista político, glosar alguns temas da análise política recorrente, e diga-se de passagem, do meu ponto de vista, sem grande imaginação, que se têm sucedido nos últimos tempos. Mas do conjunto do que disse, e abstraindo-me da temática «desgostante», da forma como foram glosadas as dificuldades da remodelação, falarei de alguns temas substanciais. V. Ex.ª veio aqui exigir uma auditoria às contas públicas – primeiro ponto – e louvar-se de uma experiência ainda em discussão, verificada em Itália. A isto só temos de responder que não contribuiremos, pelo nosso lado, para desprestigiar o controlador financeiro do Estado, que é o Tribunal de Contas, e que confiamos inteiramente na independência do Tribunal de Contas, para avaliar a maneira como é executado o Orçamento do Estado…
152	P00006	P00527	Muito bem!
153	P00527	P00525	… e o modo como o Governo executa e cumpre esse instrumento financeiro fundamental. O segundo aspecto que retive da sua intervenção tem que ver com a sua angústia quanto à questão de saber se cumpriremos, ou não, as 50 medidas.
154	P00001	P00527	Terminou o seu tempo, Sr. Deputado.
155	P00527	P00525	Só esperamos que, pelo vosso lado, sejam capazes de assumir as responsabilidades de não impedirem a governabilidade financeira do País!
156	P00212	P00527	Financeira?
157	P00001	P00002	Para responder, tem a palavra o Sr. Deputado Fernando Seara.
158	P00525	P00527	Sr. Presidente, Sr. Deputado Barros Moura, constato que a sua bancada, mais do que de férias, precisa de uma grande meditação. Aconselho-o, já agora, a ir ao meu distrito natal, ao Caramulo, porque, na verdade, sente-se nas suas palavras um grande stress e se for lá a cima, ao Hotel do Caramulo, pode, com certeza, relaxar e meditar. Já agora, permita-me dizer que V. Ex.ª, que também é um bom analista político – leio os seus artigos todas as semanas no Diário Económico e penso que alguns dos seus camaradas também me acompanham nessa leitura –, aceitará o seguinte: o pluralismo da análise, que é este Parlamento, permite constatar que nem há novo ciclo, nem novo rumo, nem nova rota. O que os portugueses sentem é que a realidade política do Partido Socialista – e repare, de todo o Partido Socialista, do Partido Socialista do Parlamento, do Partido Socialista do Governo e do Partido Socialista por todo o País! – é que já não acredita nesta situação governativa!
159	P00201	P00525	Vamos começar por ver isso em Sintra!
160	P00525	P00527	Essa é a realidade que me leva a desejarlhe um boa cura de stress no Caramulo. Já agora, quanto às auditorias, Sr. Deputado Barros Moura, a auditoria do governo italiano vai com certeza demonstrar que, num grande número de países de Europa, existiam contas que não correspondiam àquelas que eram indicadas às instituições europeias. Pela nossa parte, fomos sistematicamente dizendo que há despesas que não estão delimitadas, e vamos falar os dois daqui por alguns anos sobre quanto é que custam algumas SCUT e a redefinição financeira de muitas SCUT em Portugal. Sr. Deputado Barros Moura, repito, boas férias. O Caramulo fica perto e é um óptimo sítio para lhe passar o stress, até porque está na companhia de alguns ministros e ex-ministros do seu Governo, que V. Ex.ª tão bem defendia e que agora, de vez em quando, parece estar esquecidos deles.
161	P00352	P00525	Muito bem!
162	P00525	P00527	Mas eles estão aqui presentes, sorriem, e de vez em quando até olham para si com alguma bonomia. Boas férias, Sr. Deputado Barros Moura.
163	P00001	P00002	Para uma declaração política, tem a palavra o Sr. Deputado Lino de Carvalho.
164	P00220	P00002	Sr. Presidente, Srs. Deputados: Era uma vez um candidato do Partido Socialista à presidência de uma câmara municipal, no caso a do Seixal, que lançou recentemente a sua candidatura, que contou com ilustres presenças, desde logo a do Dr. Jorge Coelho. Até aqui tudo bem. O que já não é normal é que, no folheto de divulgação da cerimónia, se informe que ela «contará com a presença do Sr. Governador Civil» e «de vários membros do Governo e da Assembleia da República». Outro caso: o candidato do Partido Socialista à Câmara Municipal de Évora é o Presidente da Comissão de Coordenação Regional do Alentejo (CCRA), que é simultaneamente vereador naquela autarquia,…
165	P00212	P00220	É uma vergonha!
166	P00220	P00002	… situação só por si insólita. Mas mais insólito é que o Presidente da CCRA lance uma falsa e alarmista acusação à autarquia de que esta estaria a fornecer água sem qualidade e de origens não autorizadas, tudo contra as análises existentes, que demonstram que a água está dentro dos parâmetros legais, e contra pareceres da própria Direcção Regional do Ambiente! Encerrado numa teia de contradições, e antecipando a anunciada alteração da orgânica da Administração Pública em que o Presidente da CCRA passa a ter poderes de tutela sobre os directores regionais dos vários ministérios, logo o candidato do Partido Socialista ordenou que o Director Regional do Ambiente do Alentejo se juntasse à campanha do seu partido e se desdobrasse em declarações públicas contra a autarquia. Entretanto, o Director Regional do IPPAR, que também é vereador do Partido Socialista na Câmara Municipal de Évora e igualmente candidato autárquico às próximas eleições, tendo-se oposto — sem resultado — na autarquia a um projecto de remodelação de uma determinada praça da cidade, logo tratou de usar a sua qualidade de director regional para promover, junto dos seus pares, o embargo à obra, utilizando abusivamente os meios institucionais de que dispõe para procurar impedir que ela seja terminada
167	P00010	P00220	Muito bem!
168	P00220	P00002	Só há uma palavra para classificar estes exemplos e muitos outros que não temos tempo para inventariar: vergonha!
169	P00136	P00220	Muito bem!
